Agent,Income,Distance,Price_iterative,Prices_recursive,Prices_memo
65,536.3323248448846,0.35982808057412785,310.5403371657141,310.5403371657141,310.5403371657141
66,535.7346505991766,0.36000251248566933,310.50105266501794,310.50105266501794,310.50105266501794
67,533.4478292560462,0.36395116541650285,309.6189728548031,309.6189728548031,309.6189728548031
68,523.6583501676109,0.36467564449336465,309.4638496193312,309.4638496193312,309.4638496193312
69,521.0076347945808,0.36930668025869107,308.48191084238226,308.48191084238226,308.48191084238226
70,516.4213695475158,0.3711985821934865,308.08813740522646,308.08813740522646,308.08813740522646
71,515.850447429955,0.3808391056688323,306.0755141951804,306.0755141951804,306.0755141951804
72,515.3141323918944,0.38716623862087973,304.7474366079461,304.7474366079461,304.7474366079461
73,509.3955680424327,0.38771500865766917,304.635101024948,304.635101024948,304.635101024948
74,506.9702752446739,0.39362197557711365,303.43637691788297,303.43637691788297,303.43637691788297
75,505.143919828694,0.3971199851207603,302.7295665137008,302.7295665137008,302.7295665137008
76,503.24628241907965,0.39958818348877945,302.2340402056925,302.2340402056925,302.2340402056925
77,496.13408358692743,0.4015001164304067,301.86296169979875,301.86296169979875,301.86296169979875
78,494.55810005874804,0.40185469398047097,301.7946242149771,301.7946242149771,301.7946242149771
79,492.13383143914155,0.40666131600576527,300.87753330023696,300.87753330023696,300.87753330023696
80,482.0093677494094,0.4072214072188174,300.77605453532857,300.77605453532857,300.77605453532857
81,480.68345272617825,0.4129697394820514,299.73890896112385,299.73890896112385,299.73890896112385
82,477.4659743859808,0.41812594977025486,298.82014420129553,298.82014420129553,298.82014420129553
83,477.1948900936695,0.43485848864072085,295.8103714848055,295.8103714848055,295.8103714848055
84,476.83078439283054,0.43526387960498175,295.7369725684423,295.7369725684423,295.7369725684423
85,472.6101903793494,0.4433021922664403,294.30948071570054,294.30948071570054,294.30948071570054
86,471.53074837372293,0.4445260849501986,294.09244811759436,294.09244811759436,294.09244811759436
87,467.51879774649575,0.4485361490752263,293.3956010677459,293.3956010677459,293.3956010677459
88,465.57612277767737,0.4539393197494963,292.46276244848605,292.46276244848605,292.46276244848605
89,463.4061796692897,0.4583460147161738,291.7078047397724,291.7078047397724,291.7078047397724
90,462.5736823160343,0.4610804756983927,291.2399392759496,291.2399392759496,291.2399392759496
91,457.35293263419953,0.4622290816484719,291.0490312853546,291.0490312853546,291.0490312853546
92,454.1066801842053,0.46665622010276137,290.32555220828226,290.32555220828226,290.32555220828226
93,452.003073077219,0.46672812217055776,290.31392684227666,290.31392684227666,290.31392684227666
94,451.9106370873353,0.47093935399274306,289.63197070388065,289.63197070388065,289.63197070388065
95,447.550907799041,0.47934189602222543,288.29945979814005,288.29945979814005,288.29945979814005
96,433.9451440612206,0.4867613599010383,287.21482818771983,287.21482818771983,287.21482818771983
97,432.1108770906778,0.5005064406041254,285.20946996884567,285.20946996884567,285.20946996884567
98,427.65991413659464,0.5080985171675804,284.12385948578344,284.12385948578344,284.12385948578344
99,426.27710642730665,0.5115272213682627,283.6356215173787,283.6356215173787,283.6356215173787
100,424.75535994678944,0.5115311643268943,283.63506508699095,283.63506508699095,283.63506508699095
101,419.73566178059843,0.5298188959517032,281.12319570980407,281.12319570980407,281.12319570980407
102,418.05501206406296,0.5346319143961848,280.46255178167456,280.46255178167456,280.46255178167456
103,416.45158858309435,0.5550691361445967,277.6547192639301,277.6547192639301,277.6547192639301
104,411.7146764860644,0.561831941579433,276.74502528204124,276.74502528204124,276.74502528204124
105,411.6454364987316,0.564653755012023,276.3638239029692,276.3638239029692,276.3638239029692
106,410.1562788329918,0.5699399369963655,275.65470001040023,275.65470001040023,275.65470001040023
